"from","to","weight"
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Rougon (Félicité). Fille du marchand d'huile Puech. Épouse de Pierre Rougon. Mère d'Eugène, Pascal, Aristide, Sidonie et Marthe Rougon. .-— : ",2
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Rougon (Maxime). Fils d'Aristide Rougon, dit plus tard Saccard, et d'Angèle Sicardot : ",2
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Rougon (Pascal). Second fils de Pierre Rougon et de Félicité Puech. Médecin à Plassans : ",2
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Rougon (Pierre). Fils d'Adélaïde Fouque et de Rougon. Époux de Félicité Puech. Père d'Eugène, Pascal, Aristide, Sidonie et Marthe R o u g o n. Marchand d'huile à Plassans : ",2
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Saccard (Angèle). Fille du commandant Sicardot. Première femme d'Aristide Rougon, dit Saccard. Mère de Maxime et Clotilde : ",2
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Saccard (Aristide). Aristide Rougon, dit Saccard. Fils de Pierre Rougon et de Félicité Puech. Époux d'Angèle Sicardot. Père de Maxime et Clotilde Rougôn. —: ",2
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Saccard (Renée). Fille de Béraud du Châtel. Deuxième femme d'Aristide Saccard : ",2
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Faujas (abbé Ovide). Prêtre à Plassans. Locataire de François Mouret. Agent politique d'Eugène Rougon : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Grandjean (Jeanne). Fille de la précédente : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Hamelin (Caroline). Sœur de Georges Hamelin. Épouse de Durieu. Intendante d'Aristide Saccard : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Hautecœur (Félicien VII de). Fils du précédent et de Paule de Valençay. Épouse Angélique Rougon : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Mouret (Désirée). Fille de François Mouret et de Marthe Rougon. Sœur d'Oc-tave et de Serge Mouret : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Mouret (François). Fils d'Ursule Macquart et de Mouret. Époux de Marthe Rougon. Père d'O&ave, Serge et Désirée Mouret. Négociant en vins, huiles et amandes : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Mouret (Marthe). Fille de Pierre Rougon et de Félicité Puech. Épouse de François Mouret. Mère d'O&âve, Serge et Désirée:",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Mouret (Octave). Fils aîné de François Mouret et de Marthe Rougon. Frère de Serge et de Désirée. Époux de Caroline Hédouin, puis de Denise Baudu : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Mouret (Serge). Deuxième fils de François Mouret et de Marthe Rougon. Frère d'Oo tave et de Désirée Mouret : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Rougon (Angélique). Fille de Sidonie Rougon et de père inconnu. Adoptée par les Hubert. Épouse Félicien de Hautecœur : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Rougon (Sidonie). Première fille et quatrième enfant de Pierre et Félicité Puech. Mère d'Angélique. Épouse de Touche : ",1
"Balbi (Clorinde). Fille de la précédente. Intrigante italienne. Épouse DeleStang : ","Rougon (Victor). Fils d'Aristide Rougon, dit Saccard, et de Rosalie Chavaille : ",1
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ",1
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Deberle (Henri). Médecin de Passy. Devient l'amant d'Hélène Grand) ean : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Faujas (abbé Ovide). Prêtre à Plassans. Locataire de François Mouret. Agent politique d'Eugène Rougon : ",1
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Florent. Demhfrère aîné de Quenu. Déporté à Cayenne après le coup d'État, évadé et devenu inspecteur à la marée aux Halles : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Grandjean (Hélène). Deuxième enfant du chapelier Mouret et d'Ursule Mac-quart. Veuve de Charles Grandjean. Maîtresse du Docteur Deberle, puis épouse de Rambaud. Mère de Jeanne Grandjean : ",5
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Grandjean (Jeanne). Fille de la précédente : ",1
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Hamelin (Caroline). Sœur de Georges Hamelin. Épouse de Durieu. Intendante d'Aristide Saccard : ",1
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Hautecœur (Félicien VII de). Fils du précédent et de Paule de Valençay. Épouse Angélique Rougon : ",1
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Mouret (Désirée). Fille de François Mouret et de Marthe Rougon. Sœur d'Oc-tave et de Serge Mouret : ",5
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Mouret (François). Fils d'Ursule Macquart et de Mouret. Époux de Marthe Rougon. Père d'O&ave, Serge et Désirée Mouret. Négociant en vins, huiles et amandes : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Mouret (Marthe). Fille de Pierre Rougon et de Félicité Puech. Épouse de François Mouret. Mère d'O&âve, Serge et Désirée:",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Mouret (Octave). Fils aîné de François Mouret et de Marthe Rougon. Frère de Serge et de Désirée. Époux de Caroline Hédouin, puis de Denise Baudu : ",6
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Mouret (Serge). Deuxième fils de François Mouret et de Marthe Rougon. Frère d'Oo tave et de Désirée Mouret : ",5
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Quenu (Lisa). Fille d'Antoine Macquart et de Joséphine Gavaudan. Sœur de Gervaise et de Jean Macquart. Épouse de Quenu. Mère de Pauline Quenu : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Angélique). Fille de Sidonie Rougon et de père inconnu. Adoptée par les Hubert. Épouse Félicien de Hautecœur : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Clotilde). Fille d'Aristide Rougon et de sa première femme, Angèle Sicardot : ",6
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Félicité). Fille du marchand d'huile Puech. Épouse de Pierre Rougon. Mère d'Eugène, Pascal, Aristide, Sidonie et Marthe Rougon. .-— : ",1
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Pascal). Second fils de Pierre Rougon et de Félicité Puech. Médecin à Plassans : ",6
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Pierre). Fils d'Adélaïde Fouque et de Rougon. Époux de Félicité Puech. Père d'Eugène, Pascal, Aristide, Sidonie et Marthe R o u g o n. Marchand d'huile à Plassans : ",1
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Sidonie). Première fille et quatrième enfant de Pierre et Félicité Puech. Mère d'Angélique. Épouse de Touche : ",4
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Victor). Fils d'Aristide Rougon, dit Saccard, et de Rosalie Chavaille : ",4
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Saccard (Aristide). Aristide Rougon, dit Saccard. Fils de Pierre Rougon et de Félicité Puech. Époux d'Angèle Sicardot. Père de Maxime et Clotilde Rougôn. —: ",4
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Eugène). Fils de Pierre Rougon et de Félicité Puech. Avocat. Agent secret de Louis - Napoléon Bonaparte: ",3
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Maxime). Fils d'Aristide Rougon, dit plus tard Saccard, et d'Angèle Sicardot : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Chanteau. Père de Lazare Chanteau. Cousin de Quenu. Tuteur de Pauline Quenu. Ancien commerçant de bois : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Chanteau (Lazare). Fils des précédents. Cousin de Pauline Quenu. Épouse Louise Thibaudier : ",3
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Chanteau (Paul). Fils de Lazare Chanteau et de Louise Thibaudier : ",3
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Coupeau (Louis), dit Loui-set. Fils de Nana ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Lantier (Jacques-Louis). Fils de Claude Lantier et de Christine Hallegrain : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Lantier (Etienne). Troisième fils de Gervaise Mac-quart et d'AuguSte Lantier: ",3
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Lantier (Mme Étienne). Femme du précédent : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Lantier (fille). Fille d'Étienne Lantier : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Macquart (Jean). Fils d'Antoine Macquart et de Joséphine Gavaudan. Menuisier à Plassans : ",3
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Ses enfants : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Quenu (Pauline). Fille de Quenu et de Lisa Macquart : ",4
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rambaud. Demi-frère cadet de l'abbé Jouve. Négociant en produits du Midi. Épouse Hélène Grand)ean : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Rougon (Charles), dit Saccard. Fils de Maxime Rougon, dit Saccard, et de Justine Mégot : ",2
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Thibaudier (Louise). Fille du précédent. Épouse Lazare Chanteau : ",3
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Vial (Mélanie). Seconde femme de Jean Macquart : ",3
"Baudu (Denise). Nièce de I Baudu. Sœur de Jean et de | Pépé. Employée au Bonheur -des Dames. Épouse d'Oétave Mouret. + : ","Ses deux enfants : ",2
