"from","to","weight"
"Aurigny (Laure d'). Demi-mondaine : ","Saccard (Aristide). Aristide Rougon, dit Saccard. Fils de Pierre Rougon et de Félicité Puech. Époux d'Angèle Sicardot. Père de Maxime et Clotilde Rougôn. —: ",22
"Aurigny (Laure d'). Demi-mondaine : ","Saccard (Renée). Fille de Béraud du Châtel. Deuxième femme d'Aristide Saccard : ",33
"Aurigny (Laure d'). Demi-mondaine : ","Saffré (de). Secrétaire d'Eugène Rougon : ",7
"Aurigny (Laure d'). Demi-mondaine : ","Rougon (Maxime). Fils d'Aristide Rougon, dit plus tard Saccard, et d'Angèle Sicardot : ",22
"Aurigny (Laure d'). Demi-mondaine : ","*Carlos (don). Don Carlos de Bourbon, prétendant au trône d'Espagne : ",2
"Aurigny (Laure d'). Demi-mondaine : ","Chibray (comte de). Aide de camp de PEmpereur. Amant de Renée Saccard : ",4
"Aurigny (Laure d'). Demi-mondaine : ","Daste (Mme). Femme du monde, vivant de galanterie : ",4
"Aurigny (Laure d'). Demi-mondaine : ","Guende (Mme de). Grande mondaine. Amie des Saccard : ",4
"Aurigny (Laure d'). Demi-mondaine : ","Lauwerens (Mme de). Épouse du précédent. Amie de Renée Saccard. Entremetteuse mondaine : ",6
"Aurigny (Laure d'). Demi-mondaine : ","Meinhold (baronne de). Mondaine. Amie des Sac-card: ",4
"Aurigny (Laure d'). Demi-mondaine : ","Rozan (duchesse de). Mère du précédent : ",4
"Aurigny (Laure d'). Demi-mondaine : ","Selim-Pacha: ",2
"Aurigny (Laure d'). Demi-mondaine : ","Simpson. Attaché d'ambassade. — : ",4
"Aurigny (Laure d'). Demi-mondaine : ","Sternich (duchesse de). Mondaine du Second Empire : ",6
"Aurigny (Laure d'). Demi-mondaine : ","Sylvia. Petite aéfrice. Maîtresse de Maxime Saccard : ",12
"Aurigny (Laure d'). Demi-mondaine : ","Teissière (Mme). Mondaine. Amie des Saccard : ",4
"Aurigny (Laure d'). Demi-mondaine : ","Vanska (comtesse). Mondaine : ",4
"Aurigny (Laure d'). Demi-mondaine : ","Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ",2
"Aurigny (Laure d'). Demi-mondaine : ","Charrier. Entrepreneur : ",5
"Aurigny (Laure d'). Demi-mondaine : ","Mignon. Entrepreneur. Associé de Charrier : ",5
"Aurigny (Laure d'). Demi-mondaine : ","Mussy (de). Attaché d'ambassade. Ami de Maxime Saccard : ",5
"Aurigny (Laure d'). Demi-mondaine : ","Écrevisse (",2
"Aurigny (Laure d'). Demi-mondaine : ","Muller (Blanche). Actrice des Variétés : ",4
"Aurigny (Laure d'). Demi-mondaine : ","Céleste. Femme de chambre de Renée Saccard: ",2
"Aurigny (Laure d'). Demi-mondaine : ","Worms. Illustre tailleur de Paris: ",6
"Aurigny (Laure d'). Demi-mondaine : ","Larsonneàu. Agent d'affaires. Complice de Saccard : ",12
"Aurigny (Laure d'). Demi-mondaine : ","Michelin (Mme). Épouse du précédent : ",3
"Aurigny (Laure d'). Demi-mondaine : ","Rougon (Eugène). Fils de Pierre Rougon et de Félicité Puech. Avocat. Agent secret de Louis - Napoléon Bonaparte: ",1
"Aurigny (Laure d'). Demi-mondaine : ","Baptistin. Employé de Larsonneau : ",2
"Aurigny (Laure d'). Demi-mondaine : ","Haffner. Industriel de Colmar : ",1
"Aurigny (Laure d'). Demi-mondaine : ","Rozan (duc de). Premier amant de Renée Saccard. Entretient Laure d'Aurigny : ",9
"Aurigny (Laure d'). Demi-mondaine : ","Mareuil (de). Ancien raf-fineur du Havre. A substitué à son nom originel (Bonnet) le nom de jeune fille de sa femme. Candidat officiel au Corps législatif. Père de Louise de Mareuil : ",3
"Aurigny (Laure d'). Demi-mondaine : ","Toutin-Laroche. Conseiller municipal de Paris. Complice des trafics d'Aristide Saccard : ",2
"Aurigny (Laure d'). Demi-mondaine : ","Baptiste. Valet de chambre des Saccard : ",2
"Aurigny (Laure d'). Demi-mondaine : ","Espanet (marquis d'). Aide de camp de l'Empereur : ",1
"Baptiste. Valet de chambre des Saccard : ","Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ",4
"Baptiste. Valet de chambre des Saccard : ","Charrier. Entrepreneur : ",9
"Baptiste. Valet de chambre des Saccard : ","*Espanet (marquise d'). Épouse du précédent. Amie de pension de Renée Sac-card : ",11
"Baptiste. Valet de chambre des Saccard : ","Gouraud (baron). Sénateur: ",9
"Baptiste. Valet de chambre des Saccard : ","Haffner. Industriel de Colmar : ",4
"Baptiste. Valet de chambre des Saccard : ","Haffner (Suzanne). Épouse du précédent, amie de pension de Renée Saccard et d'Adeline d'Espanet : ",9
"Baptiste. Valet de chambre des Saccard : ","Hupel de la Noue. Ami des Saccard. Préfet : ",6
"Baptiste. Valet de chambre des Saccard : ","Mareuil (de). Ancien raf-fineur du Havre. A substitué à son nom originel (Bonnet) le nom de jeune fille de sa femme. Candidat officiel au Corps législatif. Père de Louise de Mareuil : ",5
"Baptiste. Valet de chambre des Saccard : ","Mareuil (Louise de). Fille des précédents. Épouse Maxime Saccard : ",9
"Baptiste. Valet de chambre des Saccard : ","Michelin. Chef de bureau à la voirie à la préfefture de la Seine : ",3
"Baptiste. Valet de chambre des Saccard : ","Michelin (Mme). Épouse du précédent : ",5
"Baptiste. Valet de chambre des Saccard : ","Mignon. Entrepreneur. Associé de Charrier : ",9
"Baptiste. Valet de chambre des Saccard : ","Mussy (de). Attaché d'ambassade. Ami de Maxime Saccard : ",5
"Baptiste. Valet de chambre des Saccard : ","Rougon (Maxime). Fils d'Aristide Rougon, dit plus tard Saccard, et d'Angèle Sicardot : ",14
"Baptiste. Valet de chambre des Saccard : ","Rougon (Sidonie). Première fille et quatrième enfant de Pierre et Félicité Puech. Mère d'Angélique. Épouse de Touche : ",4
"Baptiste. Valet de chambre des Saccard : ","Saccard (Aristide). Aristide Rougon, dit Saccard. Fils de Pierre Rougon et de Félicité Puech. Époux d'Angèle Sicardot. Père de Maxime et Clotilde Rougôn. —: ",11
"Baptiste. Valet de chambre des Saccard : ","Saccard (Renée). Fille de Béraud du Châtel. Deuxième femme d'Aristide Saccard : ",19
"Baptiste. Valet de chambre des Saccard : ","Saffré (de). Secrétaire d'Eugène Rougon : ",7
"Baptiste. Valet de chambre des Saccard : ","Toutin-Laroche. Conseiller municipal de Paris. Complice des trafics d'Aristide Saccard : ",5
"Baptiste. Valet de chambre des Saccard : ","Céleste. Femme de chambre de Renée Saccard: ",5
"Baptiste. Valet de chambre des Saccard : ","Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ",2
"Baptiste. Valet de chambre des Saccard : ","Espanet (marquis d'). Aide de camp de l'Empereur : ",2
"Baptiste. Valet de chambre des Saccard : ","Daste (Mme). Femme du monde, vivant de galanterie : ",3
"Baptiste. Valet de chambre des Saccard : ","Guende (Mme de). Grande mondaine. Amie des Saccard : ",3
"Baptiste. Valet de chambre des Saccard : ","Lauwerens (Mme de). Épouse du précédent. Amie de Renée Saccard. Entremetteuse mondaine : ",3
"Baptiste. Valet de chambre des Saccard : ","Muller (Blanche). Actrice des Variétés : ",3
"Baptiste. Valet de chambre des Saccard : ","*Ristori (Adélaïde). Tragédienne italienne: ",2
"Baptiste. Valet de chambre des Saccard : ","Sternich (duchesse de). Mondaine du Second Empire : ",3
"Baptiste. Valet de chambre des Saccard : ","Teissière (Mme). Mondaine. Amie des Saccard : ",3
"Baptiste. Valet de chambre des Saccard : ","Vanska (comtesse). Mondaine : ",3
"Baptiste. Valet de chambre des Saccard : ","*Bonaparte (Louis-Napoléon). Empereur sous le nom de Napoléon III : ",2
"Baptiste. Valet de chambre des Saccard : ","Lagache. Compatriote de Céleste. — : ",1
"Baptiste. Valet de chambre des Saccard : ","Chibray (comte de). Aide de camp de PEmpereur. Amant de Renée Saccard : ",1
"Baptiste. Valet de chambre des Saccard : ","Larsonneàu. Agent d'affaires. Complice de Saccard : ",1
"Baptiste. Valet de chambre des Saccard : ","Meinhold (baronne de). Mondaine. Amie des Sac-card: ",1
"Baptiste. Valet de chambre des Saccard : ","Rozan (duc de). Premier amant de Renée Saccard. Entretient Laure d'Aurigny : ",2
"Baptiste. Valet de chambre des Saccard : ","Rozan (duchesse de). Mère du précédent : ",1
"Baptiste. Valet de chambre des Saccard : ","Sylvia. Petite aéfrice. Maîtresse de Maxime Saccard : ",1
"Baptiste. Valet de chambre des Saccard : ","Rougon (Eugène). Fils de Pierre Rougon et de Félicité Puech. Avocat. Agent secret de Louis - Napoléon Bonaparte: ",1
"Baptistin. Employé de Larsonneau : ","Haffner. Industriel de Colmar : ",2
"Baptistin. Employé de Larsonneau : ","Haffner (Suzanne). Épouse du précédent, amie de pension de Renée Saccard et d'Adeline d'Espanet : ",2
"Baptistin. Employé de Larsonneau : ","Larsonneàu. Agent d'affaires. Complice de Saccard : ",4
"Baptistin. Employé de Larsonneau : ","Rozan (duc de). Premier amant de Renée Saccard. Entretient Laure d'Aurigny : ",1
"Baptistin. Employé de Larsonneau : ","Saccard (Renée). Fille de Béraud du Châtel. Deuxième femme d'Aristide Saccard : ",2
"Baptistin. Employé de Larsonneau : ","Sylvia. Petite aéfrice. Maîtresse de Maxime Saccard : ",1
"Baptistin. Employé de Larsonneau : ","Rougon (Eugène). Fils de Pierre Rougon et de Félicité Puech. Avocat. Agent secret de Louis - Napoléon Bonaparte: ",2
"Baptistin. Employé de Larsonneau : ","Saccard (Aristide). Aristide Rougon, dit Saccard. Fils de Pierre Rougon et de Félicité Puech. Époux d'Angèle Sicardot. Père de Maxime et Clotilde Rougôn. —: ",1
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ",19
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Céleste. Femme de chambre de Renée Saccard: ",3
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Charrier. Entrepreneur : ",4
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","*Espanet (marquise d'). Épouse du précédent. Amie de pension de Renée Sac-card : ",5
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Haffner (Suzanne). Épouse du précédent, amie de pension de Renée Saccard et d'Adeline d'Espanet : ",3
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Mareuil (de). Ancien raf-fineur du Havre. A substitué à son nom originel (Bonnet) le nom de jeune fille de sa femme. Candidat officiel au Corps législatif. Père de Louise de Mareuil : ",1
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Mareuil (Louise de). Fille des précédents. Épouse Maxime Saccard : ",4
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Mignon. Entrepreneur. Associé de Charrier : ",4
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Mussy (de). Attaché d'ambassade. Ami de Maxime Saccard : ",1
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Saccard (Aristide). Aristide Rougon, dit Saccard. Fils de Pierre Rougon et de Félicité Puech. Époux d'Angèle Sicardot. Père de Maxime et Clotilde Rougôn. —: ",23
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Saccard (Renée). Fille de Béraud du Châtel. Deuxième femme d'Aristide Saccard : ",31
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Rougon (Clotilde). Fille d'Aristide Rougon et de sa première femme, Angèle Sicardot : ",1
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Rougon (Pascal). Second fils de Pierre Rougon et de Félicité Puech. Médecin à Plassans : ",1
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Rougon (Sidonie). Première fille et quatrième enfant de Pierre et Félicité Puech. Mère d'Angélique. Épouse de Touche : ",10
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Saccard (Angèle). Fille du commandant Sicardot. Première femme d'Aristide Rougon, dit Saccard. Mère de Maxime et Clotilde : ",3
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Rougon (Eugène). Fils de Pierre Rougon et de Félicité Puech. Avocat. Agent secret de Louis - Napoléon Bonaparte: ",5
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Rougon (Maxime). Fils d'Aristide Rougon, dit plus tard Saccard, et d'Angèle Sicardot : ",10
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Sylvia. Petite aéfrice. Maîtresse de Maxime Saccard : ",1
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Worms. Illustre tailleur de Paris: ",4
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Larsonneàu. Agent d'affaires. Complice de Saccard : ",3
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","*Ristori (Adélaïde). Tragédienne italienne: ",2
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Gouraud (baron). Sénateur: ",4
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Toutin-Laroche. Conseiller municipal de Paris. Complice des trafics d'Aristide Saccard : ",1
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","*Bonaparte (Louis-Napoléon). Empereur sous le nom de Napoléon III : ",2
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Charles. Garçon du café Riche : ",1
"Béraud du Châtel. Père de Renée Saccard et de Christine. Président de Chambre, démissionnaire lors du coup d'État : ","Michelin (Mme). Épouse du précédent : ",1
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Céleste. Femme de chambre de Renée Saccard: ",4
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Charrier. Entrepreneur : ",6
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","*Espanet (marquise d'). Épouse du précédent. Amie de pension de Renée Sac-card : ",9
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Haffner (Suzanne). Épouse du précédent, amie de pension de Renée Saccard et d'Adeline d'Espanet : ",7
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Mareuil (de). Ancien raf-fineur du Havre. A substitué à son nom originel (Bonnet) le nom de jeune fille de sa femme. Candidat officiel au Corps législatif. Père de Louise de Mareuil : ",3
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Mareuil (Louise de). Fille des précédents. Épouse Maxime Saccard : ",9
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Mignon. Entrepreneur. Associé de Charrier : ",6
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Mussy (de). Attaché d'ambassade. Ami de Maxime Saccard : ",5
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Saccard (Aristide). Aristide Rougon, dit Saccard. Fils de Pierre Rougon et de Félicité Puech. Époux d'Angèle Sicardot. Père de Maxime et Clotilde Rougôn. —: ",20
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Saccard (Renée). Fille de Béraud du Châtel. Deuxième femme d'Aristide Saccard : ",27
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Gouraud (baron). Sénateur: ",7
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Haffner. Industriel de Colmar : ",1
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Hupel de la Noue. Ami des Saccard. Préfet : ",2
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Michelin. Chef de bureau à la voirie à la préfefture de la Seine : ",1
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Michelin (Mme). Épouse du précédent : ",1
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Rougon (Maxime). Fils d'Aristide Rougon, dit plus tard Saccard, et d'Angèle Sicardot : ",12
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Rougon (Sidonie). Première fille et quatrième enfant de Pierre et Félicité Puech. Mère d'Angélique. Épouse de Touche : ",11
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Saffré (de). Secrétaire d'Eugène Rougon : ",2
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Toutin-Laroche. Conseiller municipal de Paris. Complice des trafics d'Aristide Saccard : ",1
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Rougon (Clotilde). Fille d'Aristide Rougon et de sa première femme, Angèle Sicardot : ",1
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Rougon (Pascal). Second fils de Pierre Rougon et de Félicité Puech. Médecin à Plassans : ",1
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Saccard (Angèle). Fille du commandant Sicardot. Première femme d'Aristide Rougon, dit Saccard. Mère de Maxime et Clotilde : ",3
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Worms. Illustre tailleur de Paris: ",4
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Larsonneàu. Agent d'affaires. Complice de Saccard : ",1
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","*Ristori (Adélaïde). Tragédienne italienne: ",2
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","Rougon (Eugène). Fils de Pierre Rougon et de Félicité Puech. Avocat. Agent secret de Louis - Napoléon Bonaparte: ",3
"Béraud du Châtel (Christine). Fille de Béraud : du Châtel. Sœur de Renée Saccard : ","*Bonaparte (Louis-Napoléon). Empereur sous le nom de Napoléon III : ",2
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","Saccard (Angèle). Fille du commandant Sicardot. Première femme d'Aristide Rougon, dit Saccard. Mère de Maxime et Clotilde : ",1
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","Saccard (Aristide). Aristide Rougon, dit Saccard. Fils de Pierre Rougon et de Félicité Puech. Époux d'Angèle Sicardot. Père de Maxime et Clotilde Rougôn. —: ",4
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","Saccard (Renée). Fille de Béraud du Châtel. Deuxième femme d'Aristide Saccard : ",2
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","*Bonaparte (Louis-Napoléon). Empereur sous le nom de Napoléon III : ",2
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","*Charles X. Roi de France : ",2
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","Gouraud (baron). Sénateur: ",2
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","Michelin. Chef de bureau à la voirie à la préfefture de la Seine : ",1
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","Michelin (Mme). Épouse du précédent : ",1
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","Toutin-Laroche. Conseiller municipal de Paris. Complice des trafics d'Aristide Saccard : ",2
"*Bonaparte (Napoléon). Empereur sous le nom de Napoléon Ier : ","Larsonneàu. Agent d'affaires. Complice de Saccard : ",1
